avg_loss_reduction_pct,initial_loss,final_loss,timesteps_with_reduction_pct,boundary_loss,steady_loss,consonant_vowel_reduction,steady_vowel_reduction
37.80487804878048,0.82,0.51,94.2,1.03,0.67,45.2,31.1
